suite,x_name,x_value,trial_id,seed,snr_db,variant,variant_label,failed,error,resolved_config_hash,y_noisy_hash,base_y_noisy_hash,nested_receiver_noise_convention,reference_sigma2,stage1_output_hash,candidate_hash,reference_type,peb_position_m,position_error_m,clock_error_ns,channel_nmse,noisy_fit_nmse,outlier,raw_objective_final,total_objective_final,stage1_position_error_m,stage1_delay_rmse_ns,stage1_delay_max_abs_error_ns,stage1_min_delay_separation_ns,stage1_panel_pairing_correct,stage1_runtime_s,mksc_projection_runtime_s,common_geometry_runtime_s,anchor_refresh_runtime_s,stage3_runtime_s,deployment_runtime_s,rss_mb_before,rss_mb_peak,rss_mb_after,memory_measurement,optimizer_evaluations,clock_interval_evaluations,clock_certified,clock_certificate_gap,clock_branch_ambiguous,outer_safeguard_used,selected_candidate,stage1_evs_union_rank,stage1_evs_retained_energy_fraction,stage1_assignment_margin,stage1_max_rank1_ratio,common_geometry_hessian_min_eig,common_geometry_hessian_condition,stage1_basin_acquired,receiver_mode,N,T,K,M_A,M_R,p_true_x,p_true_y,p_true_z,target_delay_separation_ns,achieved_delay_separation_ns,polarization_overlap_target,polarization_overlap_achieved,delay_error_tolerance_ns,pole_collapse_tolerance_ns,estimated_path_count,resolution_success,resolution_failure_reason
evs_resolvability,delay_separation_ns,0.1,0,3244640537,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,36c0e1237e5fec4ebf7e8e028ccbdf8f562923dc5d574e0ace4d3ae001a0e6af,806b13bb6fd3ef445dadb796b33e723901f0927de8a875f7435fbb377ab2e4cd,f9c3f9dd0e6235aa09c842245cc7536e2f57822765e7dd916966e95a483dc44a,fixed_full6d_reference_sigma2,5.129330748695535,4645d049dc3bcc6d9842a607c594204137b5655bb7f4d139f434337ab6e1641d,f8dcafef38f336ac7a0f949dbe2868ae9c77ec1b5322a55cb3a7192270f478b7,,,0.5642767892768433,0.015603062756158161,0.5025618803951335,0.9685258855461653,True,1.769197925672843,1.7691991943047263,1.3081838389265044,25.333550973567785,37.675037905642206,22.48014821920954,False,21.344527850858867,0.8108852943405509,3.2630936186760664,0.27126734983175993,2.893688061274588,24.238215912133455,,,,,38,9256,True,7.606947405901622e-11,False,False,ccop_lbfgsb,6,0.23910007953068602,0.09668116263213794,0.9633584636104418,1.7773351419464516,21.983291093498,False,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,0,3244640537,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,8ca9cb959821e95179da6051fe689a93129cffc7634e2b568a9b8c808e2a8207,f9c3f9dd0e6235aa09c842245cc7536e2f57822765e7dd916966e95a483dc44a,f9c3f9dd0e6235aa09c842245cc7536e2f57822765e7dd916966e95a483dc44a,fixed_full6d_reference_sigma2,5.129330748695535,92153849fc2ee86e904b8d9ef5bcd7b939528f883e4f66418da8ae35b0d9abc5,84780b3b74e2272206b72034cfe1b8466fd755c520ca1207bfbfc9fe2bd57846,,,0.8977928087060889,1.8522444803111286,0.43810246306597544,0.9490215654845078,True,5.350575295143008,5.350616162613708,1.5892068425896297,36.5581173317594,62.98384368106337,6.569119993677791,False,23.57849800027907,0.8784247292205691,2.601529510691762,0.20646371226757765,1.6973266247659922,25.27582462504506,,,,,32,7760,True,5.579340963368181e-10,False,False,ccop_lbfgsb,6,0.1476513359034464,0.046668584827166716,0.9906289877341268,-0.853225073106764,272.3223716929326,False,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,0,3244640537,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,1ff71be4d8c841df43aae4909f175c8b324eee9d1b4e03c67b2cefae8d8631ed,fa01b0a746ac13fbde8167a63a7d39e58eb9fb80df9475830bfc80bf39396507,f9c3f9dd0e6235aa09c842245cc7536e2f57822765e7dd916966e95a483dc44a,fixed_full6d_reference_sigma2,5.129330748695535,c5aab76b50b5ae762921d0869ea28710b2d144f20548126f492791300f01978e,28fd202711c1139aff52a7574599b030125a9f1f7750d6514187b42a9ba72729,,,0.6580201331623229,0.6598171134461909,0.8915310628062421,0.9970173581338233,True,0.8763628249092361,0.8763629326492003,0.7014084487631134,80.25295587338987,138.59890521065927,10.433955322635434,False,21.981217184104025,0.8308133445680141,3.2281385520473123,0.25571936555206776,1.6562406048178673,23.637457788921893,,,,,22,5226,True,4.608517535840763e-11,False,False,ccop_lbfgsb,3,0.21001300969708672,0.008256684439106625,0.9651494689321322,0.005426537548078013,869.7866618301422,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,1,580181347,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,4c65526d58bcead53413e61b9b6d99e5b4cc4b95bcb0e324315be85e301fa6a5,61a13fca35056f666dd8d067525e385393dec4c086facc3a29eba853b6628caa,8e4a1cfd5ff725b47f0091095ebbb5b1efc5a3233991a6ec1945b6624f82302b,fixed_full6d_reference_sigma2,4.905807457475368,1491c7b25b7e85917f8900226e19c0f8cd860d4bc2a7d9b8eac0663615fde0fe,c87e4c1354358b55c0917d7bed3b2af82ea5198e8d73a7f51f4b83353310ce21,,,0.0005705421991996564,0.002884731862012585,0.5004047626325139,0.9640468377512501,False,1.6971039904782665,1.6971039931907963,0.11003040873885611,34.95544156888696,60.53170918235497,1.095092454719401,False,11.414865178056061,0.4022760158404708,1.038055857643485,0.08590775728225708,0.5450571095570922,11.959922287613153,,,,,18,4404,True,7.915748714940154e-11,False,False,ccop_lbfgsb,6,0.24586677867539955,0.14459803848075511,0.9579930102088985,0.3371841046415528,686.8522148558208,False,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,1,580181347,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,255432e7bd471ee4486434341b175b6f656dae5b04575fd154d7b44072881080,8e4a1cfd5ff725b47f0091095ebbb5b1efc5a3233991a6ec1945b6624f82302b,8e4a1cfd5ff725b47f0091095ebbb5b1efc5a3233991a6ec1945b6624f82302b,fixed_full6d_reference_sigma2,4.905807457475368,506a313c5b5a95eef297f40049a16e718ab098c912347ede53ee05449dc8ee2f,76415e19c2acd0285de36f0e261e300c00794636719e457ac25d1e45e880f8d4,,,0.2901118078673209,0.9666399523530541,0.5797174299029454,0.9617771750505058,True,5.187866551171686,5.187881581997452,0.3540742066879898,16.19607409591464,28.027244998089607,1.2264168264594044,False,11.754848980344832,0.40134594682604074,1.2508980818092823,0.08732316549867392,0.5207572719082236,12.275606252253056,,,,,17,4207,True,2.9239999016994183e-10,False,False,ccop_lbfgsb,6,0.14773433892352306,0.13664765727094927,0.9785407172297923,1.4322245795751662,100.8701909825333,False,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,1,580181347,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,2252534e4dd104d1d63aff53929b77c6246a0cf1ec84916ba5919f4398311e14,3d73e39eee2d16a4709c56b3858566d9f6859c2d835329757f92fbb3427cc551,8e4a1cfd5ff725b47f0091095ebbb5b1efc5a3233991a6ec1945b6624f82302b,fixed_full6d_reference_sigma2,4.905807457475368,514a99ee6f2db2dad4a983396de4e8827a8636f55c9950453c4615e39625d0a7,fc4639b2d4714ec59abc335b3b93d11eb8774c347ff2a1b2fb17796314ba6262,,,1.1164170864889091,3.7373359338214986,0.893593203156469,0.9985049836363712,True,0.8297159077645015,0.8297159079941852,1.1977531972398658,57.51352452752488,78.08598016211441,15.056701126458103,False,11.087412401102483,0.3663473194465041,1.2300545731559396,0.09311740938574076,0.7941833613440394,11.881595762446523,,,,,26,6100,True,8.190548577405648e-11,False,False,ccop_lbfgsb,3,0.19927539589658422,0.03979364041774334,0.9633100513532402,0.010327953622672399,1034.0447587924068,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,2,1959552130,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,4afc3e11b942db609339be795c3b79f49d547a6b29395b857e5cd8668b1f8082,68294458c4bf3098b11f67187006991d397a0449bfb673b2354c78e603e5b836,c1dd83b1099a0835f5114d38686b743e2916ea87f3495bea1b082c08727c5be3,fixed_full6d_reference_sigma2,1.3889446057684776,c4cb3dc25dab7305a6406526743a4a68f2950490895f0a05a4226b9bf5ac1532,3dbe5c640fa9af13955cb648db9b01d1c0691ec5875a3480deb0cc42b395cd0b,,,0.0007124288666490203,1.4524638618105926e-05,0.5004729587237382,0.9483350059049602,False,0.48967134481077873,0.4896713448109728,0.0037042079852471045,9.727708676668126,16.847299711007484,1.4165500343009243,False,11.329161388799548,0.3984497291967273,1.0448792511597276,0.09115592297166586,0.3154715271666646,11.644632915966213,,,,,10,2464,True,3.762855753030207e-11,False,False,ccop_lbfgsb,6,0.27230538204890037,0.2089885161587149,0.9748180378956988,6.434977737235984,78.42259697864044,True,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,panel_pairing_error
evs_resolvability,delay_separation_ns,0.1,2,1959552130,-10.0,proposed_full_6d,MKSC-GI-balanced + CCOP-JVP [full_6d],False,,e29301cc6012026cc6c5eaad92322b61de5dc820e003302c05508977f623f446,c1dd83b1099a0835f5114d38686b743e2916ea87f3495bea1b082c08727c5be3,c1dd83b1099a0835f5114d38686b743e2916ea87f3495bea1b082c08727c5be3,fixed_full6d_reference_sigma2,1.3889446057684776,20a1d997d1ab8d0e8c435420fe2d8fa248835d2cbacac0ba3499d9150c6d791f,f04d9ff49d7959d923c25dedb87c1ad47f7e8a858c5ee1f79f5b927ed25d379a,,,0.0006909686894091694,0.001472148127451958,8.959792947637852e-05,0.9090005332137641,False,1.3896863233839547,1.3896863249724953,0.0011917562654712808,61.02430423267725,105.69715672177149,1.116003882546391,True,11.365448112599552,0.36967066675424576,1.3044541608542204,0.08579782862216234,0.44410017505288124,11.809548287652433,,,,,13,3227,True,1.2179392356494318e-10,False,False,ccop_lbfgsb,6,0.14821737574414068,0.05983556779351754,0.9820954048574821,7.577185294360301,63.46766440131956,True,full_6d,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,2,1959552130,-10.0,proposed_scalar,MKSC-GI-balanced + CCOP-JVP [scalar],False,,89869cd4ef044ba8850234ce320a2b89e5c4520b52aa6e2b0302c9555c6fe973,9fca8c2682f66170ad56598244985ec697ab0a738c3e9b0d3396301217a2a8b4,c1dd83b1099a0835f5114d38686b743e2916ea87f3495bea1b082c08727c5be3,fixed_full6d_reference_sigma2,1.3889446057684776,e9cf3a17b6eaa7a9cdb198779eafc31bc537205e4ef47fcb1a819adca3901a0f,1807362e00a70bbd2426d842141e8dabd94484a9a5436717080a88b9b45ca4a3,,,0.6505696850102859,0.4421544947430318,0.9977730786822305,0.9999172794747607,True,0.24066843802155433,0.24066843831049173,0.7690838778020264,99.67549474997207,122.1243946644628,8.999725064576941e-13,True,11.437269924208522,0.37242611311376095,0.8683303482830524,0.09364417009055614,0.5438552405685186,11.98112516477704,,,,,16,3608,True,6.631519251647886e-12,False,False,ccop_lbfgsb,3,0.2187986710768945,1.4893817360359857e-06,0.9909903421794578,4.493751229838058,20.090931288328584,False,scalar,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
evs_resolvability,delay_separation_ns,0.1,3,1042716632,-10.0,proposed_dual_pol,MKSC-GI-balanced + CCOP-JVP [dual_pol],False,,1e34cc08d63ee13a77f20323dafdee29740dfada5a3405c63b432a06a7eb02a6,9c0f30e45c8ca5fce534bb8f1e122a1339d356a5d946f7b7ace439850adeb890,16d50b60d3244cb2282490295d871506614c1b150e29b4ad2c614652d73cd4e2,fixed_full6d_reference_sigma2,1.2053250751688538,5ceb6ecafc86cc201f228cdc553e7c55542c4909a82f98b4f264917ff78ffabb,75fcdc9508239e205915af3445babbe26bbb09b37521b96f12061400198ee712,,,0.0025196659440947906,0.0017902465309731816,0.5004491930584974,0.9522011722161176,False,0.4216187786393284,0.42161877863970565,0.002134069180214778,55.45873017670414,96.0572907403266,1.0515209223406887,True,21.814219471998513,0.761223460547626,2.591263748705387,0.2090789694339037,0.7508213808760047,22.565040852874517,,,,,9,2239,True,3.3606462703795283e-11,False,False,ccop_lbfgsb,6,0.26528381675931495,0.005718172795497286,0.9633177705868016,5.1703661851993425,83.62421842758287,True,dual_pol,63,256,3,16,4096,1.25,0.55,0.75,0.1,0.09999999999964355,0.1,0.10000000000000006,0.5,0.05,3,False,delay_error
